status,direction,option_type,strike,expiry,entry_ts,exit_ts,entry_price,exit_price,sl_price,target_price,exit_reason,gross_pnl,charges,net_pnl,qty,lots,spot_at_entry,delta_at_entry,iv_at_entry,vix,trade_date,entry_slippage_pct,otm_offset,strategy,tier,risk_multiplier,regime,quality_score
COMPLETED,PUT,PE,24600,2025-09-04,2025-08-28T10:05:00,2025-08-28T10:45:00,105.38,75.26,75.87,168.6,SL_HIT,-1957.31,57.82,-2015.13,65,1,24589.5,-0.4919,0.114,11.4,2025-09-02,0.8,0,EMA_PULLBACK,2,0.85,DIRECTIONAL,3
COMPLETED,PUT,PE,24600,2025-09-04,2025-08-28T10:05:00,2025-08-28T10:45:00,86.01,61.24,61.92,137.61,SL_HIT,-1609.58,55.85,-1665.44,65,1,24589.5,-0.4992,0.1093,10.93,2025-09-03,1.1,0,EMA_PULLBACK,2,0.85,DIRECTIONAL,3
COMPLETED,PUT,PE,24600,2025-09-04,2025-08-28T10:10:00,2025-08-28T10:35:00,92.18,65.64,66.37,147.49,SL_HIT,-1725.2,56.47,-1781.67,65,1,24576.95,-0.523,0.1093,10.93,2025-09-03,1.1,0,EMA_PULLBACK,2,0.85,DIRECTIONAL,3
COMPLETED,CALL,CE,24650,2025-09-04,2025-08-28T11:30:00,2025-08-28T11:50:00,66.01,46.57,47.52,105.61,SL_HIT,-1263.1,53.81,-1316.91,65,1,24667.1,0.5635,0.1085,10.85,2025-09-04,1.5,0,EMA_PULLBACK,2,1.0,DIRECTIONAL,3
COMPLETED,CALL,CE,24550,2025-09-04,2025-09-01T09:50:00,2025-09-01T10:05:00,72.76,51.6,52.39,116.41,SL_HIT,-1375.26,54.5,-1429.76,65,1,24559.55,0.5394,0.1085,10.85,2025-09-04,1.5,0,EMA_PULLBACK,2,0.85,DIRECTIONAL,3
COMPLETED,CALL,CE,24750,2025-09-11,2025-09-02T10:40:00,2025-09-02T13:20:00,118.02,84.55,84.98,188.84,SL_HIT,-2175.62,59.12,-2234.73,65,1,24736.65,0.5095,0.1084,10.84,2025-09-08,0.5,0,EMA_PULLBACK,2,0.85,DIRECTIONAL,3
COMPLETED,CALL,CE,24850,2025-09-11,2025-09-08T10:00:00,2025-09-08T10:35:00,115.66,82.86,83.28,185.06,SL_HIT,-2132.08,58.88,-2190.96,65,1,24826.1,0.4961,0.1084,10.84,2025-09-08,0.5,0,EMA_PULLBACK,2,1.0,DIRECTIONAL,3
COMPLETED,CALL,CE,24850,2025-09-11,2025-09-04T10:15:00,2025-09-04T10:40:00,112.78,80.55,81.2,180.44,SL_HIT,-2094.77,58.57,-2153.33,65,1,24857.8,0.5373,0.1069,10.69,2025-09-09,0.8,0,EMA_PULLBACK,2,1.0,DIRECTIONAL,3
COMPLETED,CALL,CE,24850,2025-09-11,2025-09-04T10:15:00,2025-09-04T10:40:00,92.12,65.6,66.33,147.39,SL_HIT,-1723.99,56.47,-1780.46,65,1,24857.8,0.536,0.1054,10.54,2025-09-10,1.1,0,EMA_PULLBACK,2,1.0,DIRECTIONAL,3
COMPLETED,CALL,CE,24800,2025-09-11,2025-09-08T09:30:00,2025-09-08T10:15:00,80.45,57.06,57.93,128.73,SL_HIT,-1520.75,55.28,-1576.02,65,1,24823.6,0.5756,0.1036,10.36,2025-09-11,1.5,0,EMA_PULLBACK,2,1.0,DIRECTIONAL,3
COMPLETED,CALL,CE,24850,2025-09-18,2025-09-09T12:10:00,2025-09-09T15:15:00,92.29,88.68,66.45,147.66,FORCE_EXIT,-234.37,58.35,-292.73,65,1,24841.35,0.5087,0.1027,10.27,2025-09-16,0.8,0,VWAP_RECLAIM,2,0.6,DIRECTIONAL,3
COMPLETED,CALL,CE,25300,2025-09-18,2025-09-17T09:55:00,2025-09-17T13:45:00,99.77,71.05,71.84,159.64,SL_HIT,-1867.24,57.24,-1924.48,65,1,25320.05,0.5602,0.1025,10.25,2025-09-17,1.1,0,EMA_PULLBACK,2,1.0,DIRECTIONAL,3
COMPLETED,CALL,CE,25300,2025-09-18,2025-09-17T09:55:00,2025-09-17T13:30:00,74.38,52.75,53.56,119.01,SL_HIT,-1406.0,54.67,-1460.66,65,1,25320.05,0.5701,0.0989,9.89,2025-09-18,1.5,0,EMA_PULLBACK,2,1.0,DIRECTIONAL,3
COMPLETED,CALL,CE,25350,2025-09-25,2025-09-17T10:20:00,2025-09-17T14:00:00,97.94,69.95,70.51,156.7,SL_HIT,-1819.09,57.07,-1876.16,65,1,25326.6,0.4883,0.1063,10.63,2025-09-23,0.8,0,EMA_PULLBACK,2,1.0,NEUTRAL,3
COMPLETED,PUT,PE,25150,2025-09-25,2025-09-23T10:10:00,2025-09-23T11:00:00,78.52,77.82,56.54,125.64,SL_HIT,-46.05,56.88,-102.93,65,1,25151.0,-0.477,0.1052,10.52,2025-09-24,1.1,0,EMA_PULLBACK,3,0.85,DIRECTIONAL,2
COMPLETED,PUT,PE,25150,2025-09-25,2025-09-23T10:10:00,2025-09-23T11:00:00,60.62,59.83,43.64,96.99,SL_HIT,-51.34,54.65,-105.99,65,1,25151.0,-0.4822,0.1078,10.78,2025-09-25,1.5,0,EMA_PULLBACK,3,0.85,DIRECTIONAL,2
COMPLETED,PUT,PE,25100,2025-10-02,2025-09-23T10:20:00,2025-09-23T12:30:00,106.35,76.19,76.57,170.16,SL_HIT,-1960.46,57.94,-2018.4,65,1,25117.6,-0.4503,0.1137,11.37,2025-09-29,0.5,0,EMA_PULLBACK,2,0.85,NEUTRAL,3
COMPLETED,PUT,PE,24800,2025-10-02,2025-09-26T10:00:00,2025-09-26T11:55:00,98.63,98.03,71.01,157.8,SL_HIT,-38.57,59.38,-97.95,65,1,24799.1,-0.4769,0.1107,11.07,2025-09-30,0.8,0,EMA_PULLBACK,2,0.85,DIRECTIONAL,3
COMPLETED,PUT,PE,24800,2025-10-02,2025-09-26T10:00:00,2025-09-26T11:55:00,77.14,76.44,55.54,123.42,SL_HIT,-45.24,56.71,-101.95,65,1,24799.1,-0.4801,0.1029,10.29,2025-10-01,1.1,0,EMA_PULLBACK,2,0.85,DIRECTIONAL,3
COMPLETED,CALL,CE,24800,2025-10-09,2025-10-01T12:35:00,2025-10-01T14:55:00,99.66,116.66,71.76,159.46,SL_HIT,1104.5,60.94,1043.56,65,1,24777.1,0.4923,0.1019,10.19,2025-10-06,0.5,0,EMA_PULLBACK,3,1.0,DIRECTIONAL,2
COMPLETED,CALL,CE,24950,2025-10-09,2025-10-06T09:35:00,2025-10-06T13:25:00,110.89,176.53,79.84,177.42,TARGET_HIT,4266.88,66.29,4200.59,65,1,24926.85,0.4975,0.1019,10.19,2025-10-06,0.5,0,EMA_PULLBACK,2,1.0,DIRECTIONAL,3
COMPLETED,CALL,CE,24800,2025-10-09,2025-10-01T12:35:00,2025-10-01T14:55:00,81.33,101.25,58.56,130.14,SL_HIT,1294.81,58.91,1235.9,65,1,24777.1,0.4817,0.1005,10.05,2025-10-07,0.8,0,EMA_PULLBACK,3,1.0,DIRECTIONAL,2
COMPLETED,CALL,CE,24950,2025-10-09,2025-10-06T09:35:00,2025-10-06T11:15:00,93.73,113.35,67.48,149.96,SL_HIT,1275.27,60.42,1214.85,65,1,24926.85,0.4889,0.1005,10.05,2025-10-07,0.8,0,EMA_PULLBACK,2,1.0,DIRECTIONAL,3
COMPLETED,CALL,CE,25150,2025-10-09,2025-10-07T09:45:00,2025-10-07T10:20:00,111.72,111.05,80.44,178.75,SL_HIT,-43.69,61.0,-104.69,65,1,25161.05,0.5448,0.1005,10.05,2025-10-07,0.8,0,RELAXED_ORB,1,1.0,DIRECTIONAL,4
COMPLETED,CALL,CE,24800,2025-10-09,2025-10-01T12:35:00,2025-10-01T13:00:00,62.95,44.6,45.32,100.71,SL_HIT,-1192.74,53.51,-1246.26,65,1,24777.1,0.4663,0.1031,10.31,2025-10-08,1.1,0,EMA_PULLBACK,3,1.0,DIRECTIONAL,2
COMPLETED,CALL,CE,24950,2025-10-09,2025-10-06T09:35:00,2025-10-06T10:50:00,77.92,87.28,56.11,124.68,SL_HIT,608.42,57.63,550.79,65,1,24926.85,0.4778,0.1031,10.31,2025-10-08,1.1,0,EMA_PULLBACK,2,1.0,DIRECTIONAL,3
